order_id,customer_id,order_date,order_amount,order_status,shipping_address,payment_id,payment_date,payment_amount,payment_method,payment_status
7eb6b5c4-e30a-4693-b92a-7fa18999ca02,2317,14-03-2024 00:00,303.04,pending,"063 Ortiz Coves, South Denise, KS 34750",c62b81d1-eb64-4542-8009-009c1c9b942f,11-01-2020 00:01,35.28,credit card,failed
714b5b4f-238b-413e-b1dc-7177135c2e33,4073,26-07-2024 00:00,264.04,delivered,"203 Woods Roads, South Julieview, MN 47727",1bb56bc7-c357-4f35-a288-57f4353319ce,04-01-2023 00:01,54.8,paypal,completed
4d2cf0e6-ff83-476f-9f37-53030e00ccba,4920,26-12-2024 00:00,357.79,pending,"68114 Christopher Loaf, Jeromeport, NV 82615",fe7df13b-17e2-4735-8c75-2e19c8611673,18-01-2022 00:10,35.32,credit card,failed
a428da01-a39e-498b-bc7d-f0561854d23b,3522,09-06-2023 00:00,254.2,delivered,"1638 Mitchell Summit, Robertland, HI 18408",addccc94-4091-415f-bd9d-71524ef2c8cd,20-01-2023 00:03,258.99,paypal,failed
eac9b285-76ab-4950-b1b9-50c538d95913,5781,16-07-2021 00:00,259.35,pending,"9735 Edwin Place Apt. 214, Davidmouth, VA 01576",997d1458-b952-48e2-8bbf-7793e3c43766,27-01-2020 00:06,251.85,paypal,pending
a1f7562e-fdca-4e66-be71-f6c0a8734de3,6568,11-01-2024 00:00,467.78,delivered,"306 Ramsey Glen Apt. 778, Amyfort, ID 74779",cd899c69-1eca-4bed-afb3-434cb8af2af8,06-01-2022 00:04,11.83,bank transfer,failed
a7ffe284-8d9d-453e-90a7-4f6b16ce10f3,9022,14-10-2022 00:00,433.98,pending,"03173 Anthony Row, Barretthaven, RI 92423",f9d2827e-8d99-4675-8433-4aef37c3fab6,03-01-2024 00:05,11.1,bank transfer,pending
a9134659-b4f6-474a-830b-dd7097b2ff96,6546,28-06-2023 00:00,315.4,pending,"9792 Williams Viaduct, East Gina, FL 99818",723a428c-5a74-4281-92fd-e822b9d0754e,18-01-2021 00:03,265.43,credit card,failed
e389a2e3-7823-4121-babb-e78119f94bb2,8994,07-07-2023 00:00,437.47,shipped,"04636 Rebecca Oval Apt. 238, Castrotown, AZ 32927",013210f6-9e5d-4117-bd7d-a3c5393aa6b0,27-01-2020 00:08,321.04,credit card,pending
21b59396-8fa1-4ce5-a7e4-6afa75f41e42,4804,04-10-2023 00:00,235.96,pending,"689 Nicholas Light, Port Georgemouth, OK 86946",4e8f5a13-5969-416d-a040-e39dd766bd58,06-01-2021 00:08,154.78,bank transfer,completed
25490fb9-5224-4931-b3cd-b5e3c90ac0a4,7951,14-01-2024 00:00,348.25,pending,"7214 Rose Pine, Lake Jason, AR 14827",581a49df-84bb-492f-a984-c8dadaa9364e,21-01-2022 00:02,397.18,bank transfer,completed
573f6608-96f3-4f21-b2f1-01e20c256876,5837,09-05-2021 00:00,20.75,delivered,"850 Gina Junctions Suite 990, East Mark, MA 88643",4f70db8c-8655-49ce-bf8c-fa30776f444c,30-01-2024 00:11,443.77,bank transfer,completed
bcc13fb6-31aa-4dba-bbf6-3c56d40027f6,1803,11-06-2024 00:00,456.2,delivered,"803 Marsh Underpass Suite 124, West Tonyaside, MP 22254",4aa2ee5b-a21f-4ce3-86a7-ed3e6f408f0d,04-01-2023 00:12,189.5,credit card,failed
115788f1-77a9-4c61-a32b-9fba6e49c4f2,1645,02-10-2020 00:00,161.38,pending,"321 Austin Junction Suite 020, Bergerton, CT 50780",22581747-14be-43b2-8662-92d68a58e5fd,30-01-2022 00:01,20.93,bank transfer,pending
e9f6d6ab-9123-4fd8-850a-1637b834b8f7,7686,29-01-2022 00:00,470.14,pending,"9087 Graham Vista Apt. 830, Finleyfort, DE 74850",935bd340-8325-4cb5-8f36-4d9958bdd5ed,26-01-2021 00:09,432.59,credit card,pending
cba884db-b72c-44a6-b968-8c7b70b1e760,1536,06-11-2022 00:00,348.24,shipped,"Unit 5460 Box 1585, DPO AE 60746",e56e8198-38a4-43ca-8f0f-2e0c81c4aa09,09-01-2023 00:01,81.19,paypal,pending
cba884db-b72c-44a6-b968-8c7b70b1e760,1536,06-11-2022 00:00,348.24,shipped,"Unit 5460 Box 1585, DPO AE 60746",be23e83e-8747-4a0b-a1db-2b48e582e90c,29-01-2020 00:03,53.95,paypal,completed
d27b92fd-119f-4572-87b1-cdbff8e148ae,3129,09-07-2020 00:00,274.71,shipped,"3179 Brown Mews, East Sarah, NH 23839",543f75a3-e602-481f-8c80-dd96ac3af2ce,31-01-2022 00:07,390.22,credit card,failed
8ed57ad8-4ff0-49d2-9c3f-e33e355bdb90,1510,11-06-2024 00:00,39.8,pending,"9557 Ellis Port Apt. 424, South Nathan, LA 06703",32174356-be6f-452c-be51-b40fa3e8d1d8,14-01-2023 00:10,274.14,credit card,failed
130e98f0-56f0-419c-9336-18d1ba68d29d,2204,30-10-2020 00:00,450.64,pending,"Unit 8854 Box 7492, DPO AP 95992",379de7da-8154-4e77-bcdc-07906169fc5a,31-01-2021 00:03,312.75,bank transfer,failed
45f12a01-a70d-4b18-b0ac-4e7ea4ca4b18,5176,26-01-2020 00:00,193.41,shipped,"6521 Eric Forges Apt. 898, South Stevenland, DE 17701",558396cb-cbb1-4325-baee-3e47942d766f,30-01-2024 00:10,406.61,bank transfer,failed
76a131f7-d7ce-4c36-8218-1d8e2746c5dd,7105,09-08-2021 00:00,407.77,delivered,"93932 Johnson Drive, Stacystad, MI 21545",daf17bbe-0bf1-40bc-b588-4a57271e6d73,29-01-2021 00:12,147.97,paypal,pending
31e35ad9-825e-461f-8752-28fcf1699f95,1842,17-08-2022 00:00,484.52,delivered,"473 Roberts Walk Suite 317, Harryfort, TX 14286",1a9f2b9c-784c-43ed-8299-8c2308cef97d,05-01-2021 00:03,394.05,bank transfer,pending
86acab9c-88e0-4e9f-924c-11a530187ab7,9313,17-06-2024 00:00,114.24,delivered,"994 Kelly Shores Suite 784, Port Shawn, DE 33359",0295e528-e182-48d8-97e3-9291c2bffed0,03-01-2023 00:11,263.59,bank transfer,failed
86acab9c-88e0-4e9f-924c-11a530187ab7,9313,17-06-2024 00:00,114.24,delivered,"994 Kelly Shores Suite 784, Port Shawn, DE 33359",8e28f868-a663-4224-9840-1004c95caf83,07-01-2024 00:01,381.62,bank transfer,completed
d1dee88a-1a19-4673-bcd7-8170cdf26b32,1100,21-06-2024 00:00,98.89,shipped,"0496 Claudia Course Apt. 954, New Lauriefort, NE 27991",c133ae2e-e836-42e0-9897-af0366b8a401,23-01-2022 00:06,178.32,bank transfer,pending
13ec07a3-b0a3-4993-b9c7-fa4ae3e5c3ae,6314,29-07-2023 00:00,390.65,delivered,"231 Alejandra Village Suite 713, Port Lindsaymouth, MP 77089",270c71d9-fefb-4b16-b2b0-ccaf49a5122c,21-01-2022 00:04,307.24,bank transfer,failed
d72db126-ef23-4a1e-b4e7-279543807e70,7947,06-12-2021 00:00,247.97,pending,"376 Renee Lock, Kevinbury, ME 28076",fc7670c6-7280-4db0-b116-e997e8eb60a6,23-01-2023 00:09,379.45,paypal,pending
bf11e1ce-0fed-471f-891f-520214316d10,4460,15-04-2023 00:00,386,pending,"PSC 5971, Box 0725, APO AP 52609",aff1538a-26e5-4f59-ac2c-f13c16b66df9,19-01-2020 00:03,401.95,credit card,completed
aed28718-c976-4af3-95e6-52387515b54c,2275,17-08-2023 00:00,432.43,delivered,"9152 Christopher Village Suite 749, West Taramouth, MD 96386",73a652a1-546e-4426-981a-3d46e6e7a40b,20-01-2022 00:10,454.2,paypal,pending
d765be85-b58a-49ee-89d5-e187731dcb55,9693,11-02-2023 00:00,259.88,pending,"50166 Mclaughlin Ranch Suite 076, Palmerfort, IN 94124",12f7ad9e-c31d-4009-be9a-268c216dfaa8,18-01-2025 00:04,397.7,bank transfer,failed
e73506a2-3f79-4e27-a1c3-aff7049e5eff,9095,31-03-2023 00:00,237.34,delivered,"081 Crystal Ways, West Eric, LA 93321",b1fe3103-2de8-4d0b-b752-9bb5dd766030,07-01-2020 00:07,357.29,paypal,completed
b7d651c5-810e-408b-a9e1-019e70f0e1b8,8354,08-05-2022 00:00,343.76,delivered,"55213 Montes Trafficway, East Maryfort, MA 38086",039ddb1c-e589-4169-bea3-22d362679901,22-01-2024 00:12,246.91,bank transfer,completed
70008d1d-8b0a-4fad-8b7f-45bc710a1852,8381,19-08-2024 00:00,60.72,pending,"756 Davenport Village Apt. 287, Contrerasberg, VI 95903",64207e74-1df1-4fc4-acd0-fd5e4ad26e62,28-01-2023 00:10,232.8,credit card,failed
85e22d6d-6e7b-4ed6-abd9-f3054c0e3a17,6598,03-12-2021 00:00,474.36,pending,"46875 Philip Isle, New Lindseybury, UT 56051",606d209f-43ab-4a87-b57a-50cf02c3c2b7,02-01-2023 00:03,155.49,paypal,pending
1222db3a-64cc-4974-ba83-1b2eac232fda,3712,13-10-2020 00:00,363.38,shipped,"5089 Brian Parkways Apt. 653, Lake Rebekah, WY 09466",f7166512-c7ab-41a3-8e2b-a5eb13ae70e9,13-01-2025 00:04,424.68,bank transfer,completed
d63b1458-3a4f-4474-98c5-2a4572f568b9,5668,11-08-2020 00:00,378.67,pending,"950 James Haven, East Nicole, VA 23344",3a2fefd3-0e22-4909-a63e-cfee07345295,02-01-2022 00:01,52.63,credit card,pending
caa432c9-3ec5-4bb3-afb9-8454e9ee2534,8684,19-12-2021 00:00,452.95,shipped,"961 Drew Curve, East Amanda, UT 49555",1bfa6ede-0002-49af-b18a-1e874fc69614,20-01-2023 00:05,378.3,bank transfer,pending
95cd57d1-5b2f-45c3-a804-781941515c4d,5469,13-04-2022 00:00,230.17,delivered,"USCGC Clark, FPO AA 73697",490702eb-f636-4e52-a25f-dd98b1c76568,20-01-2022 00:03,286.02,bank transfer,pending
73897f14-e193-406f-a07d-41145eb7e32e,4941,12-04-2025 00:00,289.63,shipped,"USNS Davis, FPO AP 72439",cce5b7bd-2967-4090-913e-20150529edbb,14-01-2025 00:01,119.08,credit card,completed
fbf362f3-53a0-49d7-8dd4-98514db6f518,3868,12-02-2023 00:00,416.89,delivered,"04090 Jason Turnpike, South Carrieview, NM 62528",58b4ba1a-3445-404f-907f-4239c420bb1e,15-01-2024 00:12,466.6,credit card,completed
8c744cc1-4adf-4f53-8a26-106bd299d122,5498,01-03-2022 00:00,323.34,shipped,"5423 Smith Lane, South Stephanie, WY 16688",e784c182-aeb6-45a7-a796-e3db27a38260,16-01-2024 00:08,439.85,paypal,failed
5ff7e708-e43b-47ed-9c70-1f7ad1ab7d91,8179,29-05-2020 00:00,27.05,shipped,"90148 Stokes Branch, Rhodesberg, NJ 65749",e6ba2c4f-5362-4330-aeb2-4342220ff743,11-01-2024 00:05,377.24,paypal,failed
de32b20b-4e92-4d6a-a6d6-d1586fe0681e,3852,07-12-2024 00:00,398.91,delivered,"338 Aaron Key, Markside, KS 95145",ac461ac1-1f77-4867-8d29-e3d1e48d771f,29-01-2020 00:08,173.18,credit card,failed
78b0f6f7-7f52-44dd-866e-26a321c4b9b2,4673,16-09-2020 00:00,69.47,shipped,"PSC 4500, Box 5342, APO AA 02550",a931e48e-a586-45b3-8142-896f43c12b76,29-01-2020 00:01,359.48,paypal,completed
42af9d61-7157-41de-af95-229e0ce27e34,3275,10-11-2022 00:00,126,pending,"Unit 9164 Box 9837, DPO AE 43002",f86cfc3a-f76b-4ecb-ad51-6c672b01bd94,17-01-2020 00:11,236.01,bank transfer,failed
a9619793-b48f-425e-b598-ca7ed62a21e9,5496,16-03-2025 00:00,71.33,pending,"9036 Lynn Points, Port Heatherfort, MD 86051",4d8652de-4f49-4705-acfd-25e45dbc45c6,28-01-2021 00:12,477.2,bank transfer,completed
8df1f46c-fdbb-4ea9-9824-29a442179a1e,3762,25-07-2020 00:00,299.99,delivered,"3830 Joseph Port, New Valeriefort, AZ 06798",423542d8-de0e-4631-9a96-5cb20b8ed73d,14-01-2020 00:06,193.49,paypal,completed
73960961-b406-4c85-a8c1-da1f7492d33a,7653,20-05-2023 00:00,155.74,shipped,"6147 Warren Skyway, Jackton, CO 56669",6aad98f0-d095-49f7-9e52-7b5d3ea445ec,29-01-2021 00:08,32.07,paypal,failed
e3ccdaa8-9df8-4a3d-a685-1d2e3fb6fc80,6123,30-06-2020 00:00,103.02,shipped,"920 Ashley Burg, South Cynthia, WI 47440",f79750c0-75e8-4c1c-b9ad-0dfc05d1aff5,08-01-2023 00:05,23.98,credit card,failed
30db0f06-5c69-4ad8-a9b9-ceae59f7df71,4524,11-10-2022 00:00,295.84,shipped,"90808 Javier Lakes, East Anthonyberg, IN 11438",7828fb46-8bcb-4481-b946-c4e8dc034d66,17-01-2025 00:04,367.21,bank transfer,completed
30db0f06-5c69-4ad8-a9b9-ceae59f7df71,4524,11-10-2022 00:00,295.84,shipped,"90808 Javier Lakes, East Anthonyberg, IN 11438",69e7b3ea-826f-49e5-9b38-5cab63621187,01-01-2024 00:10,300.72,paypal,completed
0462fd5b-e5b7-4520-8c40-026a15eebb8c,7453,18-03-2024 00:00,192.87,pending,"97125 Karen Vista, Walshville, NC 69653",adba3bad-217a-4271-ab99-d89ac5be149f,05-01-2021 00:09,216.56,paypal,failed
e4df3608-1a8f-4087-8217-a6b3460c8653,8871,07-08-2022 00:00,93.55,delivered,"004 Michael Haven Apt. 142, South Brenda, CO 38617",c0bcc26d-925f-4390-9833-fadebb1b3a4e,29-01-2021 00:11,281.02,bank transfer,completed
427dc27a-c3e0-4b14-8604-0a3713bbc6fe,6139,13-06-2022 00:00,215.2,pending,"1591 Cunningham Spurs, Michelleville, WA 77127",ad5d393c-41f6-452a-9d55-8e902757b7e0,27-01-2022 00:10,315.84,paypal,failed
50813f03-c043-4f13-96c1-7d25869e344c,5480,15-03-2023 00:00,151.02,delivered,"4651 Tammy Club, Port April, RI 66043",5beef46d-39a1-4f29-a53b-c8e43f51c74e,13-01-2021 00:07,222.91,credit card,failed
a47ccf4c-3b59-49c7-9eca-e80e63210230,5450,24-03-2023 00:00,77.26,delivered,"114 Troy Street, Priscillabury, NV 93972",b732a01d-aaff-4aa2-be0e-22f43592fc11,07-01-2021 00:06,222.14,bank transfer,pending
bfe2b073-d04b-45e7-a405-08c7df2427f7,1860,09-06-2021 00:00,59.1,pending,"04967 Michelle Lights Suite 033, Lopezchester, ND 07350",8481240c-1ae6-45ec-a7cf-c114deeaff26,01-01-2023 00:01,421.63,bank transfer,completed
9bf90e6c-624d-4797-b7c6-50ce191988f1,8739,07-07-2023 00:00,59.27,shipped,"95493 Matthew Village Suite 601, Farleyport, PR 70593",923fda23-4674-4074-bac2-8218b1fccb4a,04-01-2020 00:04,150.19,paypal,completed
d8608de2-f7b0-48d3-8510-9c9293e155a2,4871,23-02-2021 00:00,40.44,shipped,"08186 Williams Haven, Andrewbury, AZ 36212",bef67790-f5be-4396-9306-c138b128eb10,16-01-2021 00:05,431.8,paypal,completed
5f339d3f-f5a2-443e-8ad8-df7e599a510b,4578,14-04-2025 00:00,383.31,delivered,"18751 Colleen Ranch, North Michael, OH 30127",d1226929-b2bd-430e-b547-ecde23af089c,13-01-2020 00:08,38.35,credit card,failed
7eaa833b-1f5c-4a2d-853f-e76c6f566ba9,8239,15-01-2021 00:00,66.96,shipped,"94515 Shaw Bridge, Arthurview, SD 63249",799a1174-23fa-4265-8592-9aa494d6e7d9,05-01-2022 00:04,129.78,bank transfer,completed
87aa19cb-5c9e-436d-b7c5-16e6104e4b28,7154,28-04-2022 00:00,49.32,delivered,"850 Moore Courts, Piercefurt, UT 28352",f57116be-1a4c-4291-ae27-bb5b7b9db253,19-01-2023 00:05,364.58,bank transfer,completed
7bdde1ee-7a1a-4c85-bc5c-569579e297c0,4648,08-03-2020 00:00,419.06,shipped,"USCGC White, FPO AA 89936",5d6895f5-ca6c-43fd-9d34-d61b3ba551dc,10-01-2025 00:03,34.41,paypal,pending
f72ddd6f-fbd0-44de-829f-0272ec9d7784,4559,21-07-2021 00:00,379.65,shipped,"29929 Cunningham Mall Apt. 487, South Samantha, DC 50102",f8fef64a-1e84-4f07-8827-a36f4ee4bb70,22-01-2024 00:10,159.88,credit card,pending
eb41741c-b3cb-4f3f-b673-bc43d5cc7e0b,3869,19-04-2025 00:00,316.74,pending,"4819 Samuel Views, West Lisaton, MN 52855",8740b63e-f753-47eb-a68a-8e5bdb8bb092,10-01-2022 00:11,478.14,bank transfer,pending
ef5922d6-dd0a-4c53-9f33-460711f394e2,7244,10-09-2023 00:00,395.04,pending,"45475 Lyons Port Suite 902, New Keith, IN 49109",31c1a1da-ff75-4acc-b814-5a6e93890d52,26-01-2024 00:01,347.46,bank transfer,failed
eda0a5b2-b33a-4ffc-a899-8144159a50e1,5927,27-10-2024 00:00,430.2,shipped,"350 Sims Isle, West Angelaside, PR 97659",ec70632d-a3d7-460a-9e22-867c48506dde,30-01-2020 00:09,189.04,bank transfer,completed
081cb1e1-ff8d-4b3d-aefd-6a729840fca9,5177,20-02-2024 00:00,109.63,delivered,"46947 Mark Orchard Suite 448, West Joshua, OH 66438",8672fda2-2b4f-42af-9028-cc4607fdec64,05-01-2022 00:08,190.86,credit card,pending
cd1acbe2-0203-4972-ac7e-6dfd9350a4ac,8692,18-07-2024 00:00,383.2,pending,"7633 Lawrence Crossing, East Williamshire, VA 68199",079f0c6e-14be-40b2-84fd-2f6531f235df,28-01-2020 00:08,370.79,bank transfer,pending
51938c34-f2bf-4be4-9de2-eb1f2fd3891f,5026,28-06-2020 00:00,254.66,delivered,"Unit 1776 Box 8729, DPO AP 00595",1b0c05eb-76b0-4d56-88ae-49dfd7dcff5b,22-01-2021 00:03,403.88,credit card,pending
9ec0703e-762e-4b51-bf61-3b5f1b37378e,8916,02-05-2022 00:00,333.05,shipped,"15406 Rodriguez Mountain Suite 927, Jeffreyville, CO 96414",ee98fa0f-4b83-4543-8e46-2b5d610c8164,31-01-2024 00:01,317.3,paypal,pending
2a88b5ee-e93c-4010-ba3d-7baecf0b9d9e,5501,28-07-2020 00:00,272.51,pending,"113 Carpenter Station, Ochoaton, MI 85316",5d03d815-d76b-4b24-9a96-d0051d237c64,26-01-2025 00:01,75.54,credit card,completed
2744b578-76be-4420-a9ba-51aa49aaaa9e,3439,22-07-2024 00:00,128.07,delivered,"5225 Daniel Prairie Suite 884, South Christine, CA 26534",97b8d01e-76c0-4bfb-9341-2fd54b33574d,13-01-2023 00:08,288.26,credit card,completed
83a6cbae-0a3c-4a24-a542-af7e1a0719a3,9625,30-06-2020 00:00,133.68,pending,"2585 Anderson Lights Apt. 499, West Yvonnemouth, GU 05845",c1dcc352-0d38-49a5-94b3-487e55a3f225,15-01-2024 00:02,321.66,paypal,pending
6ce2818c-e235-42e4-8e53-e0beccb6a5c3,5379,23-04-2021 00:00,399.52,shipped,"73333 Wong Forge Apt. 043, Port Cherylmouth, MT 73419",3015c3f0-9e60-46cf-95b5-f86a7e97ba02,27-01-2020 00:09,29.62,bank transfer,failed
f0276142-a286-40cc-b43d-ade1e86209d4,8790,20-08-2023 00:00,142.84,shipped,"73929 Pace Shoals, Bowersville, TN 73175",dc3ed537-7988-4f3d-9985-84b00bdb258a,02-01-2023 00:11,415.76,bank transfer,failed
